ranks,profile,fold,src_x,src_y,dst_x,dst_y,direction,flit_cycles
256,wse_fast,on,2,7,2,8,V+,9936
256,wse_fast,on,2,7,3,7,H+,1416
256,wse_fast,on,2,8,1,8,H-,1440
256,wse_fast,on,2,8,2,7,V-,9936
256,wse_fast,on,2,8,2,9,V+,10032
256,wse_fast,on,2,8,3,8,H+,1416
256,wse_fast,on,2,9,1,9,H-,1752
256,wse_fast,on,2,9,2,8,V-,10032
256,wse_fast,on,2,9,2,10,V+,10032
256,wse_fast,on,2,9,3,9,H+,1728
256,wse_fast,on,2,10,1,10,H-,1440
256,wse_fast,on,2,10,2,9,V-,10032
256,wse_fast,on,2,10,2,11,V+,10152
256,wse_fast,on,2,10,3,10,H+,1488
256,wse_fast,on,2,11,1,11,H-,1176
256,wse_fast,on,2,11,2,10,V-,10152
256,wse_fast,on,2,11,2,12,V+,10368
256,wse_fast,on,2,11,3,11,H+,1224
256,wse_fast,on,2,12,1,12,H-,1176
256,wse_fast,on,2,12,2,11,V-,10368
256,wse_fast,on,2,12,2,13,V+,10152
256,wse_fast,on,2,12,3,12,H+,1224
256,wse_fast,on,2,13,1,13,H-,1440
256,wse_fast,on,2,13,2,12,V-,10152
256,wse_fast,on,2,13,2,14,V+,10032
256,wse_fast,on,2,13,3,13,H+,1488
256,wse_fast,on,2,14,1,14,H-,1752
256,wse_fast,on,2,14,2,13,V-,10032
256,wse_fast,on,2,14,2,15,V+,10032
256,wse_fast,on,2,14,3,14,H+,1728
256,wse_fast,on,2,15,1,15,H-,1440
256,wse_fast,on,2,15,2,14,V-,10032
256,wse_fast,on,2,15,3,15,H+,1416
256,wse_fast,on,3,0,2,0,H-,1416
256,wse_fast,on,3,0,3,1,V+,10080
256,wse_fast,on,3,0,4,0,H+,1416
256,wse_fast,on,3,1,2,1,H-,1728
256,wse_fast,on,3,1,3,0,V-,10080
256,wse_fast,on,3,1,3,2,V+,10152
256,wse_fast,on,3,1,4,1,H+,1752
256,wse_fast,on,3,2,2,2,H-,1488
256,wse_fast,on,3,2,3,1,V-,10152
256,wse_fast,on,3,2,3,3,V+,10368
256,wse_fast,on,3,2,4,2,H+,1488
256,wse_fast,on,3,3,2,3,H-,1224
256,wse_fast,on,3,3,3,2,V-,10368
256,wse_fast,on,3,3,3,4,V+,10656
256,wse_fast,on,3,3,4,3,H+,1272
256,wse_fast,on,3,4,2,4,H-,1224
256,wse_fast,on,3,4,3,3,V-,10656
256,wse_fast,on,3,4,3,5,V+,10368
256,wse_fast,on,3,4,4,4,H+,1272
256,wse_fast,on,3,5,2,5,H-,1488
256,wse_fast,on,3,5,3,4,V-,10368
256,wse_fast,on,3,5,3,6,V+,10152
256,wse_fast,on,3,5,4,5,H+,1488
256,wse_fast,on,3,6,2,6,H-,1728
256,wse_fast,on,3,6,3,5,V-,10152
256,wse_fast,on,3,6,3,7,V+,10080
256,wse_fast,on,3,6,4,6,H+,1752
256,wse_fast,on,3,7,2,7,H-,1416
256,wse_fast,on,3,7,3,6,V-,10080
256,wse_fast,on,3,7,3,8,V+,9936
256,wse_fast,on,3,7,4,7,H+,1416
256,wse_fast,on,3,8,2,8,H-,1416
256,wse_fast,on,3,8,3,7,V-,9936
256,wse_fast,on,3,8,3,9,V+,10080
256,wse_fast,on,3,8,4,8,H+,1416
256,wse_fast,on,3,9,2,9,H-,1728
256,wse_fast,on,3,9,3,8,V-,10080
256,wse_fast,on,3,9,3,10,V+,10152
256,wse_fast,on,3,9,4,9,H+,1752
256,wse_fast,on,3,10,2,10,H-,1488
256,wse_fast,on,3,10,3,9,V-,10152
256,wse_fast,on,3,10,3,11,V+,10368
256,wse_fast,on,3,10,4,10,H+,1488
256,wse_fast,on,3,11,2,11,H-,1224
256,wse_fast,on,3,11,3,10,V-,10368
256,wse_fast,on,3,11,3,12,V+,10656
256,wse_fast,on,3,11,4,11,H+,1272
256,wse_fast,on,3,12,2,12,H-,1224
256,wse_fast,on,3,12,3,11,V-,10656
256,wse_fast,on,3,12,3,13,V+,10368
256,wse_fast,on,3,12,4,12,H+,1272
256,wse_fast,on,3,13,2,13,H-,1488
256,wse_fast,on,3,13,3,12,V-,10368
256,wse_fast,on,3,13,3,14,V+,10152
256,wse_fast,on,3,13,4,13,H+,1488
256,wse_fast,on,3,14,2,14,H-,1728
256,wse_fast,on,3,14,3,13,V-,10152
256,wse_fast,on,3,14,3,15,V+,10080
256,wse_fast,on,3,14,4,14,H+,1752
256,wse_fast,on,3,15,2,15,H-,1416
256,wse_fast,on,3,15,3,14,V-,10080
256,wse_fast,on,3,15,4,15,H+,1416
256,wse_fast,on,4,0,3,0,H-,1416
256,wse_fast,on,4,0,4,1,V+,10440
256,wse_fast,on,4,0,5,0,H+,1440
256,wse_fast,on,4,1,3,1,H-,1752
256,wse_fast,on,4,1,4,0,V-,10440
256,wse_fast,on,4,1,4,2,V+,10416
256,wse_fast,on,4,1,5,1,H+,1752
256,wse_fast,on,4,2,3,2,H-,1488
256,wse_fast,on,4,2,4,1,V-,10416
256,wse_fast,on,4,2,4,3,V+,10512
256,wse_fast,on,4,2,5,2,H+,1512
256,wse_fast,on,4,3,3,3,H-,1272
256,wse_fast,on,4,3,4,2,V-,10512
256,wse_fast,on,4,3,4,4,V+,10752
256,wse_fast,on,4,3,5,3,H+,1344
256,wse_fast,on,4,4,3,4,H-,1272
256,wse_fast,on,4,4,4,3,V-,10752
256,wse_fast,on,4,4,4,5,V+,10512
256,wse_fast,on,4,4,5,4,H+,1344
256,wse_fast,on,4,5,3,5,H-,1488
256,wse_fast,on,4,5,4,4,V-,10512
256,wse_fast,on,4,5,4,6,V+,10416
256,wse_fast,on,4,5,5,5,H+,1512
256,wse_fast,on,4,6,3,6,H-,1752
256,wse_fast,on,4,6,4,5,V-,10416
256,wse_fast,on,4,6,4,7,V+,10440
256,wse_fast,on,4,6,5,6,H+,1752
256,wse_fast,on,4,7,3,7,H-,1416
256,wse_fast,on,4,7,4,6,V-,10440
256,wse_fast,on,4,7,4,8,V+,10320
256,wse_fast,on,4,7,5,7,H+,1440
256,wse_fast,on,4,8,3,8,H-,1416
256,wse_fast,on,4,8,4,7,V-,10320
256,wse_fast,on,4,8,4,9,V+,10440
256,wse_fast,on,4,8,5,8,H+,1440
256,wse_fast,on,4,9,3,9,H-,1752
256,wse_fast,on,4,9,4,8,V-,10440
256,wse_fast,on,4,9,4,10,V+,10416
256,wse_fast,on,4,9,5,9,H+,1752
256,wse_fast,on,4,10,3,10,H-,1488
256,wse_fast,on,4,10,4,9,V-,10416
256,wse_fast,on,4,10,4,11,V+,10512
256,wse_fast,on,4,10,5,10,H+,1512
256,wse_fast,on,4,11,3,11,H-,1272
256,wse_fast,on,4,11,4,10,V-,10512
256,wse_fast,on,4,11,4,12,V+,10752
256,wse_fast,on,4,11,5,11,H+,1344
256,wse_fast,on,4,12,3,12,H-,1272
256,wse_fast,on,4,12,4,11,V-,10752
256,wse_fast,on,4,12,4,13,V+,10512
256,wse_fast,on,4,12,5,12,H+,1344
256,wse_fast,on,4,13,3,13,H-,1488
256,wse_fast,on,4,13,4,12,V-,10512
256,wse_fast,on,4,13,4,14,V+,10416
256,wse_fast,on,4,13,5,13,H+,1512
256,wse_fast,on,4,14,3,14,H-,1752
256,wse_fast,on,4,14,4,13,V-,10416
256,wse_fast,on,4,14,4,15,V+,10440
256,wse_fast,on,4,14,5,14,H+,1752
256,wse_fast,on,4,15,3,15,H-,1416
256,wse_fast,on,4,15,4,14,V-,10440
256,wse_fast,on,4,15,5,15,H+,1440
256,wse_fast,on,5,0,4,0,H-,1440
256,wse_fast,on,5,0,5,1,V+,10392
256,wse_fast,on,5,0,6,0,H+,1440
256,wse_fast,on,5,1,4,1,H-,1752
256,wse_fast,on,5,1,5,0,V-,10392
256,wse_fast,on,5,1,5,2,V+,10416
256,wse_fast,on,5,1,6,1,H+,1728
256,wse_fast,on,5,2,4,2,H-,1512
256,wse_fast,on,5,2,5,1,V-,10416
256,wse_fast,on,5,2,5,3,V+,10584
256,wse_fast,on,5,2,6,2,H+,1512
256,wse_fast,on,5,3,4,3,H-,1344
256,wse_fast,on,5,3,5,2,V-,10584
256,wse_fast,on,5,3,5,4,V+,10752
256,wse_fast,on,5,3,6,3,H+,1416
256,wse_fast,on,5,4,4,4,H-,1344
256,wse_fast,on,5,4,5,3,V-,10752
256,wse_fast,on,5,4,5,5,V+,10584
256,wse_fast,on,5,4,6,4,H+,1416
256,wse_fast,on,5,5,4,5,H-,1512
256,wse_fast,on,5,5,5,4,V-,10584
256,wse_fast,on,5,5,5,6,V+,10416
256,wse_fast,on,5,5,6,5,H+,1512
256,wse_fast,on,5,6,4,6,H-,1752
256,wse_fast,on,5,6,5,5,V-,10416
256,wse_fast,on,5,6,5,7,V+,10392
256,wse_fast,on,5,6,6,6,H+,1728
256,wse_fast,on,5,7,4,7,H-,1440
256,wse_fast,on,5,7,5,6,V-,10392
256,wse_fast,on,5,7,5,8,V+,10368
256,wse_fast,on,5,7,6,7,H+,1440
256,wse_fast,on,5,8,4,8,H-,1440
256,wse_fast,on,5,8,5,7,V-,10368
256,wse_fast,on,5,8,5,9,V+,10392
256,wse_fast,on,5,8,6,8,H+,1440
256,wse_fast,on,5,9,4,9,H-,1752
256,wse_fast,on,5,9,5,8,V-,10392
256,wse_fast,on,5,9,5,10,V+,10416
256,wse_fast,on,5,9,6,9,H+,1728
256,wse_fast,on,5,10,4,10,H-,1512
256,wse_fast,on,5,10,5,9,V-,10416
256,wse_fast,on,5,10,5,11,V+,10584
256,wse_fast,on,5,10,6,10,H+,1512
256,wse_fast,on,5,11,4,11,H-,1344
256,wse_fast,on,5,11,5,10,V-,10584
256,wse_fast,on,5,11,5,12,V+,10752
256,wse_fast,on,5,11,6,11,H+,1416
256,wse_fast,on,5,12,4,12,H-,1344
256,wse_fast,on,5,12,5,11,V-,10752
256,wse_fast,on,5,12,5,13,V+,10584
256,wse_fast,on,5,12,6,12,H+,1416
256,wse_fast,on,5,13,4,13,H-,1512
256,wse_fast,on,5,13,5,12,V-,10584
256,wse_fast,on,5,13,5,14,V+,10416
256,wse_fast,on,5,13,6,13,H+,1512
256,wse_fast,on,5,14,4,14,H-,1752
256,wse_fast,on,5,14,5,13,V-,10416
256,wse_fast,on,5,14,5,15,V+,10392
256,wse_fast,on,5,14,6,14,H+,1728
256,wse_fast,on,5,15,4,15,H-,1440
256,wse_fast,on,5,15,5,14,V-,10392
256,wse_fast,on,5,15,6,15,H+,1440
256,wse_fast,on,6,0,5,0,H-,1440
256,wse_fast,on,6,0,6,1,V+,10272
256,wse_fast,on,6,0,7,0,H+,1416
256,wse_fast,on,6,1,5,1,H-,1728
256,wse_fast,on,6,1,6,0,V-,10272
256,wse_fast,on,6,1,6,2,V+,10200
256,wse_fast,on,6,1,7,1,H+,1728
256,wse_fast,on,6,2,5,2,H-,1512
256,wse_fast,on,6,2,6,1,V-,10200
256,wse_fast,on,6,2,6,3,V+,10272
256,wse_fast,on,6,2,7,2,H+,1536
256,wse_fast,on,6,3,5,3,H-,1416
256,wse_fast,on,6,3,6,2,V-,10272
256,wse_fast,on,6,3,6,4,V+,10464
256,wse_fast,on,6,3,7,3,H+,1416
256,wse_fast,on,6,4,5,4,H-,1416
256,wse_fast,on,6,4,6,3,V-,10464
256,wse_fast,on,6,4,6,5,V+,10272
256,wse_fast,on,6,4,7,4,H+,1416
256,wse_fast,on,6,5,5,5,H-,1512
256,wse_fast,on,6,5,6,4,V-,10272
256,wse_fast,on,6,5,6,6,V+,10200
256,wse_fast,on,6,5,7,5,H+,1536
256,wse_fast,on,6,6,5,6,H-,1728
256,wse_fast,on,6,6,6,5,V-,10200
256,wse_fast,on,6,6,6,7,V+,10272
256,wse_fast,on,6,6,7,6,H+,1728
256,wse_fast,on,6,7,5,7,H-,1440
256,wse_fast,on,6,7,6,6,V-,10272
256,wse_fast,on,6,7,6,8,V+,10224
256,wse_fast,on,6,7,7,7,H+,1416
256,wse_fast,on,6,8,5,8,H-,1440
256,wse_fast,on,6,8,6,7,V-,10224
256,wse_fast,on,6,8,6,9,V+,10272
256,wse_fast,on,6,8,7,8,H+,1416
256,wse_fast,on,6,9,5,9,H-,1728
256,wse_fast,on,6,9,6,8,V-,10272
256,wse_fast,on,6,9,6,10,V+,10200
256,wse_fast,on,6,9,7,9,H+,1728
256,wse_fast,on,6,10,5,10,H-,1512
256,wse_fast,on,6,10,6,9,V-,10200
256,wse_fast,on,6,10,6,11,V+,10272
256,wse_fast,on,6,10,7,10,H+,1536
256,wse_fast,on,6,11,5,11,H-,1416
256,wse_fast,on,6,11,6,10,V-,10272
256,wse_fast,on,6,11,6,12,V+,10464
256,wse_fast,on,6,11,7,11,H+,1416
256,wse_fast,on,6,12,5,12,H-,1416
256,wse_fast,on,6,12,6,11,V-,10464
256,wse_fast,on,6,12,6,13,V+,10272
256,wse_fast,on,6,12,7,12,H+,1416
256,wse_fast,on,6,13,5,13,H-,1512
256,wse_fast,on,6,13,6,12,V-,10272
256,wse_fast,on,6,13,6,14,V+,10200
256,wse_fast,on,6,13,7,13,H+,1536
256,wse_fast,on,6,14,5,14,H-,1728
256,wse_fast,on,6,14,6,13,V-,10200
256,wse_fast,on,6,14,6,15,V+,10272
256,wse_fast,on,6,14,7,14,H+,1728
256,wse_fast,on,6,15,5,15,H-,1440
256,wse_fast,on,6,15,6,14,V-,10272
256,wse_fast,on,6,15,7,15,H+,1416
256,wse_fast,on,7,0,6,0,H-,1416
256,wse_fast,on,7,0,7,1,V+,10440
256,wse_fast,on,7,0,8,0,H+,1392
256,wse_fast,on,7,1,6,1,H-,1728
256,wse_fast,on,7,1,7,0,V-,10440
256,wse_fast,on,7,1,7,2,V+,10320
256,wse_fast,on,7,1,8,1,H+,1728
256,wse_fast,on,7,2,6,2,H-,1536
256,wse_fast,on,7,2,7,1,V-,10320
256,wse_fast,on,7,2,7,3,V+,10440
256,wse_fast,on,7,2,8,2,H+,1536
256,wse_fast,on,7,3,6,3,H-,1416
256,wse_fast,on,7,3,7,2,V-,10440
256,wse_fast,on,7,3,7,4,V+,10656
256,wse_fast,on,7,3,8,3,H+,1488
256,wse_fast,on,7,4,6,4,H-,1416
256,wse_fast,on,7,4,7,3,V-,10656
256,wse_fast,on,7,4,7,5,V+,10440
256,wse_fast,on,7,4,8,4,H+,1488
256,wse_fast,on,7,5,6,5,H-,1536
256,wse_fast,on,7,5,7,4,V-,10440
256,wse_fast,on,7,5,7,6,V+,10320
256,wse_fast,on,7,5,8,5,H+,1536
256,wse_fast,on,7,6,6,6,H-,1728
256,wse_fast,on,7,6,7,5,V-,10320
256,wse_fast,on,7,6,7,7,V+,10440
256,wse_fast,on,7,6,8,6,H+,1728
256,wse_fast,on,7,7,6,7,H-,1416
256,wse_fast,on,7,7,7,6,V-,10440
256,wse_fast,on,7,7,7,8,V+,10464
256,wse_fast,on,7,7,8,7,H+,1392
256,wse_fast,on,7,8,6,8,H-,1416
256,wse_fast,on,7,8,7,7,V-,10464
256,wse_fast,on,7,8,7,9,V+,10440
256,wse_fast,on,7,8,8,8,H+,1392
256,wse_fast,on,7,9,6,9,H-,1728
256,wse_fast,on,7,9,7,8,V-,10440
256,wse_fast,on,7,9,7,10,V+,10320
256,wse_fast,on,7,9,8,9,H+,1728
256,wse_fast,on,7,10,6,10,H-,1536
256,wse_fast,on,7,10,7,9,V-,10320
256,wse_fast,on,7,10,7,11,V+,10440
256,wse_fast,on,7,10,8,10,H+,1536
256,wse_fast,on,7,11,6,11,H-,1416
256,wse_fast,on,7,11,7,10,V-,10440
256,wse_fast,on,7,11,7,12,V+,10656
256,wse_fast,on,7,11,8,11,H+,1488
256,wse_fast,on,7,12,6,12,H-,1416
256,wse_fast,on,7,12,7,11,V-,10656
256,wse_fast,on,7,12,7,13,V+,10440
256,wse_fast,on,7,12,8,12,H+,1488
256,wse_fast,on,7,13,6,13,H-,1536
256,wse_fast,on,7,13,7,12,V-,10440
256,wse_fast,on,7,13,7,14,V+,10320
256,wse_fast,on,7,13,8,13,H+,1536
256,wse_fast,on,7,14,6,14,H-,1728
256,wse_fast,on,7,14,7,13,V-,10320
256,wse_fast,on,7,14,7,15,V+,10440
256,wse_fast,on,7,14,8,14,H+,1728
256,wse_fast,on,7,15,6,15,H-,1416
256,wse_fast,on,7,15,7,14,V-,10440
256,wse_fast,on,7,15,8,15,H+,1392
256,wse_fast,on,8,0,7,0,H-,1392
256,wse_fast,on,8,0,8,1,V+,10440
256,wse_fast,on,8,0,9,0,H+,1416
256,wse_fast,on,8,1,7,1,H-,1728
256,wse_fast,on,8,1,8,0,V-,10440
256,wse_fast,on,8,1,8,2,V+,10320
256,wse_fast,on,8,1,9,1,H+,1728
256,wse_fast,on,8,2,7,2,H-,1536
256,wse_fast,on,8,2,8,1,V-,10320
256,wse_fast,on,8,2,8,3,V+,10440
256,wse_fast,on,8,2,9,2,H+,1536
256,wse_fast,on,8,3,7,3,H-,1488
256,wse_fast,on,8,3,8,2,V-,10440
256,wse_fast,on,8,3,8,4,V+,10656
256,wse_fast,on,8,3,9,3,H+,1416
256,wse_fast,on,8,4,7,4,H-,1488
256,wse_fast,on,8,4,8,3,V-,10656
256,wse_fast,on,8,4,8,5,V+,10440
256,wse_fast,on,8,4,9,4,H+,1416
256,wse_fast,on,8,5,7,5,H-,1536
256,wse_fast,on,8,5,8,4,V-,10440
256,wse_fast,on,8,5,8,6,V+,10320
256,wse_fast,on,8,5,9,5,H+,1536
256,wse_fast,on,8,6,7,6,H-,1728
256,wse_fast,on,8,6,8,5,V-,10320
256,wse_fast,on,8,6,8,7,V+,10440
256,wse_fast,on,8,6,9,6,H+,1728
256,wse_fast,on,8,7,7,7,H-,1392
256,wse_fast,on,8,7,8,6,V-,10440
256,wse_fast,on,8,7,8,8,V+,10464
256,wse_fast,on,8,7,9,7,H+,1416
256,wse_fast,on,8,8,7,8,H-,1392
256,wse_fast,on,8,8,8,7,V-,10464
256,wse_fast,on,8,8,8,9,V+,10440
256,wse_fast,on,8,8,9,8,H+,1416
256,wse_fast,on,8,9,7,9,H-,1728
256,wse_fast,on,8,9,8,8,V-,10440
256,wse_fast,on,8,9,8,10,V+,10320
256,wse_fast,on,8,9,9,9,H+,1728
256,wse_fast,on,8,10,7,10,H-,1536
256,wse_fast,on,8,10,8,9,V-,10320
256,wse_fast,on,8,10,8,11,V+,10440
256,wse_fast,on,8,10,9,10,H+,1536
256,wse_fast,on,8,11,7,11,H-,1488
256,wse_fast,on,8,11,8,10,V-,10440
256,wse_fast,on,8,11,8,12,V+,10656
256,wse_fast,on,8,11,9,11,H+,1416
256,wse_fast,on,8,12,7,12,H-,1488
256,wse_fast,on,8,12,8,11,V-,10656
256,wse_fast,on,8,12,8,13,V+,10440
256,wse_fast,on,8,12,9,12,H+,1416
256,wse_fast,on,8,13,7,13,H-,1536
256,wse_fast,on,8,13,8,12,V-,10440
256,wse_fast,on,8,13,8,14,V+,10320
256,wse_fast,on,8,13,9,13,H+,1536
256,wse_fast,on,8,14,7,14,H-,1728
256,wse_fast,on,8,14,8,13,V-,10320
256,wse_fast,on,8,14,8,15,V+,10440
256,wse_fast,on,8,14,9,14,H+,1728
256,wse_fast,on,8,15,7,15,H-,1392
256,wse_fast,on,8,15,8,14,V-,10440
256,wse_fast,on,8,15,9,15,H+,1416
256,wse_fast,on,9,0,8,0,H-,1416
256,wse_fast,on,9,0,9,1,V+,10272
256,wse_fast,on,9,0,10,0,H+,1440
256,wse_fast,on,9,1,8,1,H-,1728
256,wse_fast,on,9,1,9,0,V-,10272
256,wse_fast,on,9,1,9,2,V+,10200
256,wse_fast,on,9,1,10,1,H+,1728
256,wse_fast,on,9,2,8,2,H-,1536
256,wse_fast,on,9,2,9,1,V-,10200
256,wse_fast,on,9,2,9,3,V+,10272
256,wse_fast,on,9,2,10,2,H+,1512
256,wse_fast,on,9,3,8,3,H-,1416
256,wse_fast,on,9,3,9,2,V-,10272
256,wse_fast,on,9,3,9,4,V+,10464
256,wse_fast,on,9,3,10,3,H+,1416
256,wse_fast,on,9,4,8,4,H-,1416
256,wse_fast,on,9,4,9,3,V-,10464
256,wse_fast,on,9,4,9,5,V+,10272
256,wse_fast,on,9,4,10,4,H+,1416
256,wse_fast,on,9,5,8,5,H-,1536
256,wse_fast,on,9,5,9,4,V-,10272
256,wse_fast,on,9,5,9,6,V+,10200
256,wse_fast,on,9,5,10,5,H+,1512
256,wse_fast,on,9,6,8,6,H-,1728
256,wse_fast,on,9,6,9,5,V-,10200
256,wse_fast,on,9,6,9,7,V+,10272
256,wse_fast,on,9,6,10,6,H+,1728
256,wse_fast,on,9,7,8,7,H-,1416
256,wse_fast,on,9,7,9,6,V-,10272
256,wse_fast,on,9,7,9,8,V+,10224
256,wse_fast,on,9,7,10,7,H+,1440
256,wse_fast,on,9,8,8,8,H-,1416
256,wse_fast,on,9,8,9,7,V-,10224
256,wse_fast,on,9,8,9,9,V+,10272
256,wse_fast,on,9,8,10,8,H+,1440
256,wse_fast,on,9,9,8,9,H-,1728
256,wse_fast,on,9,9,9,8,V-,10272
256,wse_fast,on,9,9,9,10,V+,10200
256,wse_fast,on,9,9,10,9,H+,1728
256,wse_fast,on,9,10,8,10,H-,1536
256,wse_fast,on,9,10,9,9,V-,10200
256,wse_fast,on,9,10,9,11,V+,10272
256,wse_fast,on,9,10,10,10,H+,1512
256,wse_fast,on,9,11,8,11,H-,1416
256,wse_fast,on,9,11,9,10,V-,10272
256,wse_fast,on,9,11,9,12,V+,10464
256,wse_fast,on,9,11,10,11,H+,1416
256,wse_fast,on,9,12,8,12,H-,1416
256,wse_fast,on,9,12,9,11,V-,10464
256,wse_fast,on,9,12,9,13,V+,10272
256,wse_fast,on,9,12,10,12,H+,1416
256,wse_fast,on,9,13,8,13,H-,1536
256,wse_fast,on,9,13,9,12,V-,10272
256,wse_fast,on,9,13,9,14,V+,10200
256,wse_fast,on,9,13,10,13,H+,1512
256,wse_fast,on,9,14,8,14,H-,1728
256,wse_fast,on,9,14,9,13,V-,10200
256,wse_fast,on,9,14,9,15,V+,10272
256,wse_fast,on,9,14,10,14,H+,1728
256,wse_fast,on,9,15,8,15,H-,1416
256,wse_fast,on,9,15,9,14,V-,10272
256,wse_fast,on,9,15,10,15,H+,1440
256,wse_fast,on,10,0,9,0,H-,1440
256,wse_fast,on,10,0,10,1,V+,10392
256,wse_fast,on,10,0,11,0,H+,1440
256,wse_fast,on,10,1,9,1,H-,1728
256,wse_fast,on,10,1,10,0,V-,10392
256,wse_fast,on,10,1,10,2,V+,10416
256,wse_fast,on,10,1,11,1,H+,1752
256,wse_fast,on,10,2,9,2,H-,1512
256,wse_fast,on,10,2,10,1,V-,10416
256,wse_fast,on,10,2,10,3,V+,10584
256,wse_fast,on,10,2,11,2,H+,1512
256,wse_fast,on,10,3,9,3,H-,1416
256,wse_fast,on,10,3,10,2,V-,10584
256,wse_fast,on,10,3,10,4,V+,10752
256,wse_fast,on,10,3,11,3,H+,1344
256,wse_fast,on,10,4,9,4,H-,1416
256,wse_fast,on,10,4,10,3,V-,10752
256,wse_fast,on,10,4,10,5,V+,10584
256,wse_fast,on,10,4,11,4,H+,1344
256,wse_fast,on,10,5,9,5,H-,1512
256,wse_fast,on,10,5,10,4,V-,10584
256,wse_fast,on,10,5,10,6,V+,10416
256,wse_fast,on,10,5,11,5,H+,1512
256,wse_fast,on,10,6,9,6,H-,1728
256,wse_fast,on,10,6,10,5,V-,10416
256,wse_fast,on,10,6,10,7,V+,10392
256,wse_fast,on,10,6,11,6,H+,1752
256,wse_fast,on,10,7,9,7,H-,1440
256,wse_fast,on,10,7,10,6,V-,10392
256,wse_fast,on,10,7,10,8,V+,10368
256,wse_fast,on,10,7,11,7,H+,1440
256,wse_fast,on,10,8,9,8,H-,1440
256,wse_fast,on,10,8,10,7,V-,10368
256,wse_fast,on,10,8,10,9,V+,10392
256,wse_fast,on,10,8,11,8,H+,1440
256,wse_fast,on,10,9,9,9,H-,1728
256,wse_fast,on,10,9,10,8,V-,10392
256,wse_fast,on,10,9,10,10,V+,10416
256,wse_fast,on,10,9,11,9,H+,1752
256,wse_fast,on,10,10,9,10,H-,1512
256,wse_fast,on,10,10,10,9,V-,10416
256,wse_fast,on,10,10,10,11,V+,10584
256,wse_fast,on,10,10,11,10,H+,1512
256,wse_fast,on,10,11,9,11,H-,1416
256,wse_fast,on,10,11,10,10,V-,10584
256,wse_fast,on,10,11,10,12,V+,10752
256,wse_fast,on,10,11,11,11,H+,1344
256,wse_fast,on,10,12,9,12,H-,1416
256,wse_fast,on,10,12,10,11,V-,10752
256,wse_fast,on,10,12,10,13,V+,10584
256,wse_fast,on,10,12,11,12,H+,1344
256,wse_fast,on,10,13,9,13,H-,1512
256,wse_fast,on,10,13,10,12,V-,10584
256,wse_fast,on,10,13,10,14,V+,10416
256,wse_fast,on,10,13,11,13,H+,1512
256,wse_fast,on,10,14,9,14,H-,1728
256,wse_fast,on,10,14,10,13,V-,10416
256,wse_fast,on,10,14,10,15,V+,10392
256,wse_fast,on,10,14,11,14,H+,1752
256,wse_fast,on,10,15,9,15,H-,1440
256,wse_fast,on,10,15,10,14,V-,10392
256,wse_fast,on,10,15,11,15,H+,1440
256,wse_fast,on,11,0,10,0,H-,1440
256,wse_fast,on,11,0,11,1,V+,10440
256,wse_fast,on,11,0,12,0,H+,1416
256,wse_fast,on,11,1,10,1,H-,1752
256,wse_fast,on,11,1,11,0,V-,10440
256,wse_fast,on,11,1,11,2,V+,10416
256,wse_fast,on,11,1,12,1,H+,1752
256,wse_fast,on,11,2,10,2,H-,1512
256,wse_fast,on,11,2,11,1,V-,10416
256,wse_fast,on,11,2,11,3,V+,10512
256,wse_fast,on,11,2,12,2,H+,1488
256,wse_fast,on,11,3,10,3,H-,1344
256,wse_fast,on,11,3,11,2,V-,10512
256,wse_fast,on,11,3,11,4,V+,10752
256,wse_fast,on,11,3,12,3,H+,1272
256,wse_fast,on,11,4,10,4,H-,1344
256,wse_fast,on,11,4,11,3,V-,10752
256,wse_fast,on,11,4,11,5,V+,10512
256,wse_fast,on,11,4,12,4,H+,1272
256,wse_fast,on,11,5,10,5,H-,1512
256,wse_fast,on,11,5,11,4,V-,10512
256,wse_fast,on,11,5,11,6,V+,10416
256,wse_fast,on,11,5,12,5,H+,1488
256,wse_fast,on,11,6,10,6,H-,1752
256,wse_fast,on,11,6,11,5,V-,10416
256,wse_fast,on,11,6,11,7,V+,10440
256,wse_fast,on,11,6,12,6,H+,1752
256,wse_fast,on,11,7,10,7,H-,1440
256,wse_fast,on,11,7,11,6,V-,10440
256,wse_fast,on,11,7,11,8,V+,10320
256,wse_fast,on,11,7,12,7,H+,1416
256,wse_fast,on,11,8,10,8,H-,1440
256,wse_fast,on,11,8,11,7,V-,10320
256,wse_fast,on,11,8,11,9,V+,10440
256,wse_fast,on,11,8,12,8,H+,1416
256,wse_fast,on,11,9,10,9,H-,1752
256,wse_fast,on,11,9,11,8,V-,10440
256,wse_fast,on,11,9,11,10,V+,10416
256,wse_fast,on,11,9,12,9,H+,1752
256,wse_fast,on,11,10,10,10,H-,1512
256,wse_fast,on,11,10,11,9,V-,10416
256,wse_fast,on,11,10,11,11,V+,10512
256,wse_fast,on,11,10,12,10,H+,1488
256,wse_fast,on,11,11,10,11,H-,1344
256,wse_fast,on,11,11,11,10,V-,10512
256,wse_fast,on,11,11,11,12,V+,10752
256,wse_fast,on,11,11,12,11,H+,1272
256,wse_fast,on,11,12,10,12,H-,1344
256,wse_fast,on,11,12,11,11,V-,10752
256,wse_fast,on,11,12,11,13,V+,10512
256,wse_fast,on,11,12,12,12,H+,1272
256,wse_fast,on,11,13,10,13,H-,1512
