ranks,profile,fold,src_x,src_y,dst_x,dst_y,direction,flit_cycles
64,wse_fast,off,6,0,5,0,H-,2904
64,wse_fast,off,6,0,6,1,V+,11448
64,wse_fast,off,6,0,7,0,H+,2928
64,wse_fast,off,6,1,5,1,H-,3048
64,wse_fast,off,6,1,6,0,V-,11448
64,wse_fast,off,6,1,6,2,V+,11328
64,wse_fast,off,6,1,7,1,H+,2928
64,wse_fast,off,6,2,5,2,H-,2904
64,wse_fast,off,6,2,6,1,V-,11328
64,wse_fast,off,6,2,6,3,V+,11448
64,wse_fast,off,6,2,7,2,H+,2928
64,wse_fast,off,6,3,5,3,H-,3048
64,wse_fast,off,6,3,6,2,V-,11448
64,wse_fast,off,6,3,6,4,V+,11328
64,wse_fast,off,6,3,7,3,H+,2928
64,wse_fast,off,6,4,5,4,H-,2904
64,wse_fast,off,6,4,6,3,V-,11328
64,wse_fast,off,6,4,6,5,V+,11448
64,wse_fast,off,6,4,7,4,H+,2928
64,wse_fast,off,6,5,5,5,H-,3048
64,wse_fast,off,6,5,6,4,V-,11448
64,wse_fast,off,6,5,6,6,V+,11328
64,wse_fast,off,6,5,7,5,H+,2928
64,wse_fast,off,6,6,5,6,H-,2904
64,wse_fast,off,6,6,6,5,V-,11328
64,wse_fast,off,6,6,6,7,V+,11448
64,wse_fast,off,6,6,7,6,H+,2928
64,wse_fast,off,6,7,5,7,H-,3048
64,wse_fast,off,6,7,6,6,V-,11448
64,wse_fast,off,6,7,7,7,H+,2928
64,wse_fast,off,7,0,6,0,H-,2928
64,wse_fast,off,7,0,7,1,V+,10896
64,wse_fast,off,7,1,6,1,H-,2928
64,wse_fast,off,7,1,7,0,V-,10896
64,wse_fast,off,7,1,7,2,V+,10464
64,wse_fast,off,7,2,6,2,H-,2928
64,wse_fast,off,7,2,7,1,V-,10464
64,wse_fast,off,7,2,7,3,V+,10896
64,wse_fast,off,7,3,6,3,H-,2928
64,wse_fast,off,7,3,7,2,V-,10896
64,wse_fast,off,7,3,7,4,V+,10464
64,wse_fast,off,7,4,6,4,H-,2928
64,wse_fast,off,7,4,7,3,V-,10464
64,wse_fast,off,7,4,7,5,V+,10896
64,wse_fast,off,7,5,6,5,H-,2928
64,wse_fast,off,7,5,7,4,V-,10896
64,wse_fast,off,7,5,7,6,V+,10464
64,wse_fast,off,7,6,6,6,H-,2928
64,wse_fast,off,7,6,7,5,V-,10464
64,wse_fast,off,7,6,7,7,V+,10896
64,wse_fast,off,7,7,6,7,H-,2928
64,wse_fast,off,7,7,7,6,V-,10896
64,iq,on,0,0,0,1,V+,5424
64,iq,on,0,0,1,0,H+,1428
64,iq,on,0,1,0,0,V-,5424
64,iq,on,0,1,0,2,V+,5520
64,iq,on,0,1,1,1,H+,1488
64,iq,on,0,2,0,1,V-,5520
64,iq,on,0,2,0,3,V+,5424
64,iq,on,0,2,1,2,H+,1488
64,iq,on,0,3,0,2,V-,5424
64,iq,on,0,3,0,4,V+,5328
64,iq,on,0,3,1,3,H+,1428
64,iq,on,0,4,0,3,V-,5328
64,iq,on,0,4,0,5,V+,5424
64,iq,on,0,4,1,4,H+,1428
64,iq,on,0,5,0,4,V-,5424
64,iq,on,0,5,0,6,V+,5520
64,iq,on,0,5,1,5,H+,1488
64,iq,on,0,6,0,5,V-,5520
64,iq,on,0,6,0,7,V+,5424
64,iq,on,0,6,1,6,H+,1488
64,iq,on,0,7,0,6,V-,5424
64,iq,on,0,7,1,7,H+,1428
64,iq,on,1,0,0,0,H-,1428
64,iq,on,1,0,1,1,V+,5448
64,iq,on,1,0,2,0,H+,1452
64,iq,on,1,1,0,1,H-,1488
64,iq,on,1,1,1,0,V-,5448
64,iq,on,1,1,1,2,V+,5664
64,iq,on,1,1,2,1,H+,1512
64,iq,on,1,2,0,2,H-,1488
64,iq,on,1,2,1,1,V-,5664
64,iq,on,1,2,1,3,V+,5448
64,iq,on,1,2,2,2,H+,1512
64,iq,on,1,3,0,3,H-,1428
64,iq,on,1,3,1,2,V-,5448
64,iq,on,1,3,1,4,V+,5232
64,iq,on,1,3,2,3,H+,1452
64,iq,on,1,4,0,4,H-,1428
64,iq,on,1,4,1,3,V-,5232
64,iq,on,1,4,1,5,V+,5448
64,iq,on,1,4,2,4,H+,1452
64,iq,on,1,5,0,5,H-,1488
64,iq,on,1,5,1,4,V-,5448
64,iq,on,1,5,1,6,V+,5664
64,iq,on,1,5,2,5,H+,1512
64,iq,on,1,6,0,6,H-,1488
64,iq,on,1,6,1,5,V-,5664
64,iq,on,1,6,1,7,V+,5448
64,iq,on,1,6,2,6,H+,1512
64,iq,on,1,7,0,7,H-,1428
64,iq,on,1,7,1,6,V-,5448
64,iq,on,1,7,2,7,H+,1452
64,iq,on,2,0,1,0,H-,1452
64,iq,on,2,0,2,1,V+,5532
64,iq,on,2,0,3,0,H+,1476
64,iq,on,2,1,1,1,H-,1512
64,iq,on,2,1,2,0,V-,5532
64,iq,on,2,1,2,2,V+,5640
64,iq,on,2,1,3,1,H+,1548
64,iq,on,2,2,1,2,H-,1512
64,iq,on,2,2,2,1,V-,5640
64,iq,on,2,2,2,3,V+,5532
64,iq,on,2,2,3,2,H+,1548
64,iq,on,2,3,1,3,H-,1452
64,iq,on,2,3,2,2,V-,5532
64,iq,on,2,3,2,4,V+,5424
64,iq,on,2,3,3,3,H+,1476
64,iq,on,2,4,1,4,H-,1452
64,iq,on,2,4,2,3,V-,5424
64,iq,on,2,4,2,5,V+,5532
64,iq,on,2,4,3,4,H+,1476
64,iq,on,2,5,1,5,H-,1512
64,iq,on,2,5,2,4,V-,5532
64,iq,on,2,5,2,6,V+,5640
64,iq,on,2,5,3,5,H+,1548
64,iq,on,2,6,1,6,H-,1512
64,iq,on,2,6,2,5,V-,5640
64,iq,on,2,6,2,7,V+,5532
64,iq,on,2,6,3,6,H+,1548
64,iq,on,2,7,1,7,H-,1452
64,iq,on,2,7,2,6,V-,5532
64,iq,on,2,7,3,7,H+,1476
64,iq,on,3,0,2,0,H-,1476
64,iq,on,3,0,3,1,V+,5724
64,iq,on,3,0,4,0,H+,1464
64,iq,on,3,1,2,1,H-,1548
64,iq,on,3,1,3,0,V-,5724
64,iq,on,3,1,3,2,V+,5784
64,iq,on,3,1,4,1,H+,1608
64,iq,on,3,2,2,2,H-,1548
64,iq,on,3,2,3,1,V-,5784
64,iq,on,3,2,3,3,V+,5724
64,iq,on,3,2,4,2,H+,1608
64,iq,on,3,3,2,3,H-,1476
64,iq,on,3,3,3,2,V-,5724
64,iq,on,3,3,3,4,V+,5664
64,iq,on,3,3,4,3,H+,1464
64,iq,on,3,4,2,4,H-,1476
64,iq,on,3,4,3,3,V-,5664
64,iq,on,3,4,3,5,V+,5724
64,iq,on,3,4,4,4,H+,1464
64,iq,on,3,5,2,5,H-,1548
64,iq,on,3,5,3,4,V-,5724
64,iq,on,3,5,3,6,V+,5784
64,iq,on,3,5,4,5,H+,1608
64,iq,on,3,6,2,6,H-,1548
64,iq,on,3,6,3,5,V-,5784
64,iq,on,3,6,3,7,V+,5724
64,iq,on,3,6,4,6,H+,1608
64,iq,on,3,7,2,7,H-,1476
64,iq,on,3,7,3,6,V-,5724
64,iq,on,3,7,4,7,H+,1464
64,iq,on,4,0,3,0,H-,1464
64,iq,on,4,0,4,1,V+,5724
64,iq,on,4,0,5,0,H+,1476
64,iq,on,4,1,3,1,H-,1608
64,iq,on,4,1,4,0,V-,5724
64,iq,on,4,1,4,2,V+,5784
64,iq,on,4,1,5,1,H+,1548
64,iq,on,4,2,3,2,H-,1608
64,iq,on,4,2,4,1,V-,5784
64,iq,on,4,2,4,3,V+,5724
64,iq,on,4,2,5,2,H+,1548
64,iq,on,4,3,3,3,H-,1464
64,iq,on,4,3,4,2,V-,5724
64,iq,on,4,3,4,4,V+,5664
64,iq,on,4,3,5,3,H+,1476
64,iq,on,4,4,3,4,H-,1464
64,iq,on,4,4,4,3,V-,5664
64,iq,on,4,4,4,5,V+,5724
64,iq,on,4,4,5,4,H+,1476
64,iq,on,4,5,3,5,H-,1608
64,iq,on,4,5,4,4,V-,5724
64,iq,on,4,5,4,6,V+,5784
64,iq,on,4,5,5,5,H+,1548
64,iq,on,4,6,3,6,H-,1608
64,iq,on,4,6,4,5,V-,5784
64,iq,on,4,6,4,7,V+,5724
64,iq,on,4,6,5,6,H+,1548
64,iq,on,4,7,3,7,H-,1464
64,iq,on,4,7,4,6,V-,5724
64,iq,on,4,7,5,7,H+,1476
64,iq,on,5,0,4,0,H-,1476
64,iq,on,5,0,5,1,V+,5532
64,iq,on,5,0,6,0,H+,1452
64,iq,on,5,1,4,1,H-,1548
64,iq,on,5,1,5,0,V-,5532
64,iq,on,5,1,5,2,V+,5640
64,iq,on,5,1,6,1,H+,1512
64,iq,on,5,2,4,2,H-,1548
64,iq,on,5,2,5,1,V-,5640
64,iq,on,5,2,5,3,V+,5532
64,iq,on,5,2,6,2,H+,1512
64,iq,on,5,3,4,3,H-,1476
64,iq,on,5,3,5,2,V-,5532
64,iq,on,5,3,5,4,V+,5424
64,iq,on,5,3,6,3,H+,1452
64,iq,on,5,4,4,4,H-,1476
64,iq,on,5,4,5,3,V-,5424
64,iq,on,5,4,5,5,V+,5532
64,iq,on,5,4,6,4,H+,1452
64,iq,on,5,5,4,5,H-,1548
64,iq,on,5,5,5,4,V-,5532
64,iq,on,5,5,5,6,V+,5640
64,iq,on,5,5,6,5,H+,1512
64,iq,on,5,6,4,6,H-,1548
64,iq,on,5,6,5,5,V-,5640
64,iq,on,5,6,5,7,V+,5532
64,iq,on,5,6,6,6,H+,1512
64,iq,on,5,7,4,7,H-,1476
64,iq,on,5,7,5,6,V-,5532
64,iq,on,5,7,6,7,H+,1452
64,iq,on,6,0,5,0,H-,1452
64,iq,on,6,0,6,1,V+,5448
64,iq,on,6,0,7,0,H+,1428
64,iq,on,6,1,5,1,H-,1512
64,iq,on,6,1,6,0,V-,5448
64,iq,on,6,1,6,2,V+,5664
64,iq,on,6,1,7,1,H+,1488
64,iq,on,6,2,5,2,H-,1512
64,iq,on,6,2,6,1,V-,5664
64,iq,on,6,2,6,3,V+,5448
64,iq,on,6,2,7,2,H+,1488
64,iq,on,6,3,5,3,H-,1452
64,iq,on,6,3,6,2,V-,5448
64,iq,on,6,3,6,4,V+,5232
64,iq,on,6,3,7,3,H+,1428
64,iq,on,6,4,5,4,H-,1452
64,iq,on,6,4,6,3,V-,5232
64,iq,on,6,4,6,5,V+,5448
64,iq,on,6,4,7,4,H+,1428
64,iq,on,6,5,5,5,H-,1512
64,iq,on,6,5,6,4,V-,5448
64,iq,on,6,5,6,6,V+,5664
64,iq,on,6,5,7,5,H+,1488
64,iq,on,6,6,5,6,H-,1512
64,iq,on,6,6,6,5,V-,5664
64,iq,on,6,6,6,7,V+,5448
64,iq,on,6,6,7,6,H+,1488
64,iq,on,6,7,5,7,H-,1452
64,iq,on,6,7,6,6,V-,5448
64,iq,on,6,7,7,7,H+,1428
64,iq,on,7,0,6,0,H-,1428
64,iq,on,7,0,7,1,V+,5424
64,iq,on,7,1,6,1,H-,1488
64,iq,on,7,1,7,0,V-,5424
64,iq,on,7,1,7,2,V+,5520
64,iq,on,7,2,6,2,H-,1488
64,iq,on,7,2,7,1,V-,5520
64,iq,on,7,2,7,3,V+,5424
64,iq,on,7,3,6,3,H-,1428
64,iq,on,7,3,7,2,V-,5424
64,iq,on,7,3,7,4,V+,5328
64,iq,on,7,4,6,4,H-,1428
64,iq,on,7,4,7,3,V-,5328
64,iq,on,7,4,7,5,V+,5424
64,iq,on,7,5,6,5,H-,1488
64,iq,on,7,5,7,4,V-,5424
64,iq,on,7,5,7,6,V+,5520
64,iq,on,7,6,6,6,H-,1488
64,iq,on,7,6,7,5,V-,5520
64,iq,on,7,6,7,7,V+,5424
64,iq,on,7,7,6,7,H-,1428
64,iq,on,7,7,7,6,V-,5424
64,iq,off,0,0,0,1,V+,5424
64,iq,off,0,0,1,0,H+,1428
64,iq,off,0,1,0,0,V-,5424
64,iq,off,0,1,0,2,V+,5328
64,iq,off,0,1,1,1,H+,1488
64,iq,off,0,2,0,1,V-,5328
64,iq,off,0,2,0,3,V+,5424
64,iq,off,0,2,1,2,H+,1428
64,iq,off,0,3,0,2,V-,5424
64,iq,off,0,3,0,4,V+,5328
64,iq,off,0,3,1,3,H+,1488
64,iq,off,0,4,0,3,V-,5328
64,iq,off,0,4,0,5,V+,5424
64,iq,off,0,4,1,4,H+,1428
64,iq,off,0,5,0,4,V-,5424
64,iq,off,0,5,0,6,V+,5328
64,iq,off,0,5,1,5,H+,1488
64,iq,off,0,6,0,5,V-,5328
64,iq,off,0,6,0,7,V+,5424
64,iq,off,0,6,1,6,H+,1428
64,iq,off,0,7,0,6,V-,5424
64,iq,off,0,7,1,7,H+,1488
64,iq,off,1,0,0,0,H-,1428
64,iq,off,1,0,1,1,V+,5532
64,iq,off,1,0,2,0,H+,1452
64,iq,off,1,1,0,1,H-,1488
64,iq,off,1,1,1,0,V-,5532
64,iq,off,1,1,1,2,V+,5424
64,iq,off,1,1,2,1,H+,1524
64,iq,off,1,2,0,2,H-,1428
64,iq,off,1,2,1,1,V-,5424
64,iq,off,1,2,1,3,V+,5532
64,iq,off,1,2,2,2,H+,1452
64,iq,off,1,3,0,3,H-,1488
64,iq,off,1,3,1,2,V-,5532
64,iq,off,1,3,1,4,V+,5424
64,iq,off,1,3,2,3,H+,1524
64,iq,off,1,4,0,4,H-,1428
64,iq,off,1,4,1,3,V-,5424
64,iq,off,1,4,1,5,V+,5532
64,iq,off,1,4,2,4,H+,1452
64,iq,off,1,5,0,5,H-,1488
64,iq,off,1,5,1,4,V-,5532
64,iq,off,1,5,1,6,V+,5424
64,iq,off,1,5,2,5,H+,1524
64,iq,off,1,6,0,6,H-,1428
64,iq,off,1,6,1,5,V-,5424
64,iq,off,1,6,1,7,V+,5532
64,iq,off,1,6,2,6,H+,1452
64,iq,off,1,7,0,7,H-,1488
64,iq,off,1,7,1,6,V-,5532
64,iq,off,1,7,2,7,H+,1524
64,iq,off,2,0,1,0,H-,1452
64,iq,off,2,0,2,1,V+,5724
64,iq,off,2,0,3,0,H+,1464
64,iq,off,2,1,1,1,H-,1524
64,iq,off,2,1,2,0,V-,5724
64,iq,off,2,1,2,2,V+,5664
64,iq,off,2,1,3,1,H+,1464
64,iq,off,2,2,1,2,H-,1452
64,iq,off,2,2,2,1,V-,5664
64,iq,off,2,2,2,3,V+,5724
64,iq,off,2,2,3,2,H+,1464
64,iq,off,2,3,1,3,H-,1524
64,iq,off,2,3,2,2,V-,5724
64,iq,off,2,3,2,4,V+,5664
64,iq,off,2,3,3,3,H+,1464
64,iq,off,2,4,1,4,H-,1452
64,iq,off,2,4,2,3,V-,5664
64,iq,off,2,4,2,5,V+,5724
64,iq,off,2,4,3,4,H+,1464
64,iq,off,2,5,1,5,H-,1524
64,iq,off,2,5,2,4,V-,5724
64,iq,off,2,5,2,6,V+,5664
64,iq,off,2,5,3,5,H+,1464
64,iq,off,2,6,1,6,H-,1452
64,iq,off,2,6,2,5,V-,5664
64,iq,off,2,6,2,7,V+,5724
64,iq,off,2,6,3,6,H+,1464
64,iq,off,2,7,1,7,H-,1524
64,iq,off,2,7,2,6,V-,5724
64,iq,off,2,7,3,7,H+,1464
64,iq,off,3,0,2,0,H-,1464
64,iq,off,3,0,3,1,V+,5448
64,iq,off,3,0,4,0,H+,1440
64,iq,off,3,1,2,1,H-,1464
64,iq,off,3,1,3,0,V-,5448
64,iq,off,3,1,3,2,V+,5232
64,iq,off,3,1,4,1,H+,1440
64,iq,off,3,2,2,2,H-,1464
64,iq,off,3,2,3,1,V-,5232
64,iq,off,3,2,3,3,V+,5448
64,iq,off,3,2,4,2,H+,1440
64,iq,off,3,3,2,3,H-,1464
64,iq,off,3,3,3,2,V-,5448
64,iq,off,3,3,3,4,V+,5232
64,iq,off,3,3,4,3,H+,1440
64,iq,off,3,4,2,4,H-,1464
64,iq,off,3,4,3,3,V-,5232
64,iq,off,3,4,3,5,V+,5448
64,iq,off,3,4,4,4,H+,1440
64,iq,off,3,5,2,5,H-,1464
64,iq,off,3,5,3,4,V-,5448
64,iq,off,3,5,3,6,V+,5232
64,iq,off,3,5,4,5,H+,1440
64,iq,off,3,6,2,6,H-,1464
64,iq,off,3,6,3,5,V-,5232
64,iq,off,3,6,3,7,V+,5448
64,iq,off,3,6,4,6,H+,1440
64,iq,off,3,7,2,7,H-,1464
64,iq,off,3,7,3,6,V-,5448
64,iq,off,3,7,4,7,H+,1440
64,iq,off,4,0,3,0,H-,1440
64,iq,off,4,0,4,1,V+,5424
64,iq,off,4,0,5,0,H+,1428
64,iq,off,4,1,3,1,H-,1440
64,iq,off,4,1,4,0,V-,5424
64,iq,off,4,1,4,2,V+,5328
64,iq,off,4,1,5,1,H+,1488
64,iq,off,4,2,3,2,H-,1440
64,iq,off,4,2,4,1,V-,5328
64,iq,off,4,2,4,3,V+,5424
64,iq,off,4,2,5,2,H+,1428
64,iq,off,4,3,3,3,H-,1440
64,iq,off,4,3,4,2,V-,5424
64,iq,off,4,3,4,4,V+,5328
64,iq,off,4,3,5,3,H+,1488
64,iq,off,4,4,3,4,H-,1440
64,iq,off,4,4,4,3,V-,5328
64,iq,off,4,4,4,5,V+,5424
64,iq,off,4,4,5,4,H+,1428
64,iq,off,4,5,3,5,H-,1440
64,iq,off,4,5,4,4,V-,5424
64,iq,off,4,5,4,6,V+,5328
64,iq,off,4,5,5,5,H+,1488
64,iq,off,4,6,3,6,H-,1440
64,iq,off,4,6,4,5,V-,5328
64,iq,off,4,6,4,7,V+,5424
64,iq,off,4,6,5,6,H+,1428
64,iq,off,4,7,3,7,H-,1440
64,iq,off,4,7,4,6,V-,5424
64,iq,off,4,7,5,7,H+,1488
64,iq,off,5,0,4,0,H-,1428
64,iq,off,5,0,5,1,V+,5532
64,iq,off,5,0,6,0,H+,1452
64,iq,off,5,1,4,1,H-,1488
64,iq,off,5,1,5,0,V-,5532
64,iq,off,5,1,5,2,V+,5424
64,iq,off,5,1,6,1,H+,1524
64,iq,off,5,2,4,2,H-,1428
64,iq,off,5,2,5,1,V-,5424
64,iq,off,5,2,5,3,V+,5532
64,iq,off,5,2,6,2,H+,1452
64,iq,off,5,3,4,3,H-,1488
64,iq,off,5,3,5,2,V-,5532
64,iq,off,5,3,5,4,V+,5424
64,iq,off,5,3,6,3,H+,1524
64,iq,off,5,4,4,4,H-,1428
64,iq,off,5,4,5,3,V-,5424
64,iq,off,5,4,5,5,V+,5532
64,iq,off,5,4,6,4,H+,1452
64,iq,off,5,5,4,5,H-,1488
64,iq,off,5,5,5,4,V-,5532
64,iq,off,5,5,5,6,V+,5424
64,iq,off,5,5,6,5,H+,1524
64,iq,off,5,6,4,6,H-,1428
64,iq,off,5,6,5,5,V-,5424
64,iq,off,5,6,5,7,V+,5532
64,iq,off,5,6,6,6,H+,1452
64,iq,off,5,7,4,7,H-,1488
64,iq,off,5,7,5,6,V-,5532
64,iq,off,5,7,6,7,H+,1524
64,iq,off,6,0,5,0,H-,1452
64,iq,off,6,0,6,1,V+,5724
64,iq,off,6,0,7,0,H+,1464
64,iq,off,6,1,5,1,H-,1524
64,iq,off,6,1,6,0,V-,5724
64,iq,off,6,1,6,2,V+,5664
64,iq,off,6,1,7,1,H+,1464
64,iq,off,6,2,5,2,H-,1452
64,iq,off,6,2,6,1,V-,5664
64,iq,off,6,2,6,3,V+,5724
64,iq,off,6,2,7,2,H+,1464
64,iq,off,6,3,5,3,H-,1524
64,iq,off,6,3,6,2,V-,5724
64,iq,off,6,3,6,4,V+,5664
64,iq,off,6,3,7,3,H+,1464
64,iq,off,6,4,5,4,H-,1452
64,iq,off,6,4,6,3,V-,5664
64,iq,off,6,4,6,5,V+,5724
64,iq,off,6,4,7,4,H+,1464
64,iq,off,6,5,5,5,H-,1524
64,iq,off,6,5,6,4,V-,5724
64,iq,off,6,5,6,6,V+,5664
64,iq,off,6,5,7,5,H+,1464
64,iq,off,6,6,5,6,H-,1452
64,iq,off,6,6,6,5,V-,5664
64,iq,off,6,6,6,7,V+,5724
64,iq,off,6,6,7,6,H+,1464
64,iq,off,6,7,5,7,H-,1524
64,iq,off,6,7,6,6,V-,5724
64,iq,off,6,7,7,7,H+,1464
64,iq,off,7,0,6,0,H-,1464
64,iq,off,7,0,7,1,V+,5448
64,iq,off,7,1,6,1,H-,1464
64,iq,off,7,1,7,0,V-,5448
64,iq,off,7,1,7,2,V+,5232
64,iq,off,7,2,6,2,H-,1464
64,iq,off,7,2,7,1,V-,5232
64,iq,off,7,2,7,3,V+,5448
64,iq,off,7,3,6,3,H-,1464
64,iq,off,7,3,7,2,V-,5448
64,iq,off,7,3,7,4,V+,5232
64,iq,off,7,4,6,4,H-,1464
64,iq,off,7,4,7,3,V-,5232
64,iq,off,7,4,7,5,V+,5448
64,iq,off,7,5,6,5,H-,1464
64,iq,off,7,5,7,4,V-,5448
64,iq,off,7,5,7,6,V+,5232
64,iq,off,7,6,6,6,H-,1464
64,iq,off,7,6,7,5,V-,5232
64,iq,off,7,6,7,7,V+,5448
64,iq,off,7,7,6,7,H-,1464
64,iq,off,7,7,7,6,V-,5448
256,wse_fast,on,0,0,0,1,V+,9768
256,wse_fast,on,0,0,1,0,H+,1416
256,wse_fast,on,0,1,0,0,V-,9768
256,wse_fast,on,0,1,0,2,V+,9792
256,wse_fast,on,0,1,1,1,H+,1800
256,wse_fast,on,0,2,0,1,V-,9792
256,wse_fast,on,0,2,0,3,V+,9960
256,wse_fast,on,0,2,1,2,H+,1416
256,wse_fast,on,0,3,0,2,V-,9960
256,wse_fast,on,0,3,0,4,V+,10176
256,wse_fast,on,0,3,1,3,H+,1152
256,wse_fast,on,0,4,0,3,V-,10176
256,wse_fast,on,0,4,0,5,V+,9960
256,wse_fast,on,0,4,1,4,H+,1152
256,wse_fast,on,0,5,0,4,V-,9960
256,wse_fast,on,0,5,0,6,V+,9792
256,wse_fast,on,0,5,1,5,H+,1416
256,wse_fast,on,0,6,0,5,V-,9792
256,wse_fast,on,0,6,0,7,V+,9768
256,wse_fast,on,0,6,1,6,H+,1800
256,wse_fast,on,0,7,0,6,V-,9768
256,wse_fast,on,0,7,0,8,V+,9696
256,wse_fast,on,0,7,1,7,H+,1416
256,wse_fast,on,0,8,0,7,V-,9696
256,wse_fast,on,0,8,0,9,V+,9768
256,wse_fast,on,0,8,1,8,H+,1416
256,wse_fast,on,0,9,0,8,V-,9768
256,wse_fast,on,0,9,0,10,V+,9792
256,wse_fast,on,0,9,1,9,H+,1800
256,wse_fast,on,0,10,0,9,V-,9792
256,wse_fast,on,0,10,0,11,V+,9960
256,wse_fast,on,0,10,1,10,H+,1416
256,wse_fast,on,0,11,0,10,V-,9960
256,wse_fast,on,0,11,0,12,V+,10176
256,wse_fast,on,0,11,1,11,H+,1152
256,wse_fast,on,0,12,0,11,V-,10176
256,wse_fast,on,0,12,0,13,V+,9960
256,wse_fast,on,0,12,1,12,H+,1152
256,wse_fast,on,0,13,0,12,V-,9960
256,wse_fast,on,0,13,0,14,V+,9792
256,wse_fast,on,0,13,1,13,H+,1416
256,wse_fast,on,0,14,0,13,V-,9792
256,wse_fast,on,0,14,0,15,V+,9768
256,wse_fast,on,0,14,1,14,H+,1800
256,wse_fast,on,0,15,0,14,V-,9768
256,wse_fast,on,0,15,1,15,H+,1416
256,wse_fast,on,1,0,0,0,H-,1416
256,wse_fast,on,1,0,1,1,V+,9648
256,wse_fast,on,1,0,2,0,H+,1440
256,wse_fast,on,1,1,0,1,H-,1800
256,wse_fast,on,1,1,1,0,V-,9648
256,wse_fast,on,1,1,1,2,V+,9744
256,wse_fast,on,1,1,2,1,H+,1752
256,wse_fast,on,1,2,0,2,H-,1416
256,wse_fast,on,1,2,1,1,V-,9744
256,wse_fast,on,1,2,1,3,V+,9960
256,wse_fast,on,1,2,2,2,H+,1440
256,wse_fast,on,1,3,0,3,H-,1152
256,wse_fast,on,1,3,1,2,V-,9960
256,wse_fast,on,1,3,1,4,V+,10176
256,wse_fast,on,1,3,2,3,H+,1176
256,wse_fast,on,1,4,0,4,H-,1152
256,wse_fast,on,1,4,1,3,V-,10176
256,wse_fast,on,1,4,1,5,V+,9960
256,wse_fast,on,1,4,2,4,H+,1176
256,wse_fast,on,1,5,0,5,H-,1416
256,wse_fast,on,1,5,1,4,V-,9960
256,wse_fast,on,1,5,1,6,V+,9744
256,wse_fast,on,1,5,2,5,H+,1440
256,wse_fast,on,1,6,0,6,H-,1800
256,wse_fast,on,1,6,1,5,V-,9744
256,wse_fast,on,1,6,1,7,V+,9648
256,wse_fast,on,1,6,2,6,H+,1752
256,wse_fast,on,1,7,0,7,H-,1416
256,wse_fast,on,1,7,1,6,V-,9648
256,wse_fast,on,1,7,1,8,V+,9552
256,wse_fast,on,1,7,2,7,H+,1440
256,wse_fast,on,1,8,0,8,H-,1416
256,wse_fast,on,1,8,1,7,V-,9552
256,wse_fast,on,1,8,1,9,V+,9648
256,wse_fast,on,1,8,2,8,H+,1440
256,wse_fast,on,1,9,0,9,H-,1800
256,wse_fast,on,1,9,1,8,V-,9648
256,wse_fast,on,1,9,1,10,V+,9744
256,wse_fast,on,1,9,2,9,H+,1752
256,wse_fast,on,1,10,0,10,H-,1416
256,wse_fast,on,1,10,1,9,V-,9744
256,wse_fast,on,1,10,1,11,V+,9960
256,wse_fast,on,1,10,2,10,H+,1440
256,wse_fast,on,1,11,0,11,H-,1152
256,wse_fast,on,1,11,1,10,V-,9960
256,wse_fast,on,1,11,1,12,V+,10176
256,wse_fast,on,1,11,2,11,H+,1176
256,wse_fast,on,1,12,0,12,H-,1152
256,wse_fast,on,1,12,1,11,V-,10176
256,wse_fast,on,1,12,1,13,V+,9960
256,wse_fast,on,1,12,2,12,H+,1176
256,wse_fast,on,1,13,0,13,H-,1416
256,wse_fast,on,1,13,1,12,V-,9960
256,wse_fast,on,1,13,1,14,V+,9744
256,wse_fast,on,1,13,2,13,H+,1440
256,wse_fast,on,1,14,0,14,H-,1800
256,wse_fast,on,1,14,1,13,V-,9744
256,wse_fast,on,1,14,1,15,V+,9648
256,wse_fast,on,1,14,2,14,H+,1752
256,wse_fast,on,1,15,0,15,H-,1416
256,wse_fast,on,1,15,1,14,V-,9648
256,wse_fast,on,1,15,2,15,H+,1440
256,wse_fast,on,2,0,1,0,H-,1440
256,wse_fast,on,2,0,2,1,V+,10032
256,wse_fast,on,2,0,3,0,H+,1416
256,wse_fast,on,2,1,1,1,H-,1752
256,wse_fast,on,2,1,2,0,V-,10032
256,wse_fast,on,2,1,2,2,V+,10032
256,wse_fast,on,2,1,3,1,H+,1728
256,wse_fast,on,2,2,1,2,H-,1440
256,wse_fast,on,2,2,2,1,V-,10032
256,wse_fast,on,2,2,2,3,V+,10152
256,wse_fast,on,2,2,3,2,H+,1488
256,wse_fast,on,2,3,1,3,H-,1176
256,wse_fast,on,2,3,2,2,V-,10152
256,wse_fast,on,2,3,2,4,V+,10368
256,wse_fast,on,2,3,3,3,H+,1224
256,wse_fast,on,2,4,1,4,H-,1176
256,wse_fast,on,2,4,2,3,V-,10368
256,wse_fast,on,2,4,2,5,V+,10152
256,wse_fast,on,2,4,3,4,H+,1224
256,wse_fast,on,2,5,1,5,H-,1440
256,wse_fast,on,2,5,2,4,V-,10152
256,wse_fast,on,2,5,2,6,V+,10032
256,wse_fast,on,2,5,3,5,H+,1488
256,wse_fast,on,2,6,1,6,H-,1752
256,wse_fast,on,2,6,2,5,V-,10032
256,wse_fast,on,2,6,2,7,V+,10032
256,wse_fast,on,2,6,3,6,H+,1728
256,wse_fast,on,2,7,1,7,H-,1440
256,wse_fast,on,2,7,2,6,V-,10032
